length,steps,bank,candidate,probe,geometry,initial_cosine,max_sum_error,max_step_error,minimum_probability,stationary_fraction,endpoint_fr_distance
0.1,30,scratch,62,11,p_euclidean,1.0,2.220446049250313e-16,2.7780729106030577e-13,0.007795138659044538,0.0,0.099986618154261
0.1,30,scratch,62,11,fisher,1.0,2.3852447794681098e-18,2.7780729106030577e-13,0.007960873973312884,0.0,0.09995125099133968
0.1,30,scratch,62,12,p_euclidean,1.0000000000000002,2.1510571102112408e-16,1.4458052810528699e-13,0.007867366799916958,0.0,0.09999138946875785
0.1,30,scratch,62,12,fisher,1.0000000000000002,1.734723475976807e-18,1.4458052810528699e-13,0.008023397405835376,0.0,0.09995356884195991
0.1,30,scratch,62,13,p_euclidean,1.0,1.942890293094024e-16,1.4458052810528699e-13,0.007927112727155745,0.0,0.09999053731716158
0.1,30,scratch,62,13,fisher,1.0,2.168404344971009e-18,2.7780729106030577e-13,0.00807753396746906,0.0,0.09994611031643418
0.1,30,scratch,62,14,p_euclidean,0.9999999999999999,1.5265566588595902e-16,2.5510019444063836e-13,0.008187181629171257,0.0,0.09999060554342287
0.1,30,scratch,62,14,fisher,0.9999999999999999,1.1926223897340549e-18,1.4458052810528699e-13,0.008309002548778656,0.0,0.09995684765805612
0.1,30,scratch,62,15,p_euclidean,1.0000000000000002,1.6653345369377348e-16,1.4458052810528699e-13,0.007757309513935049,0.0,0.09998670350113742
0.1,30,scratch,62,15,fisher,1.0000000000000002,1.951563910473908e-18,2.5510019444063836e-13,0.007941923766716834,0.0,0.09993638885904205
0.1,30,scratch,63,0,p_euclidean,1.0000000000000002,1.3877787807814457e-16,2.7780729106030577e-13,0.008066581772621607,0.0,0.09997253881905253
0.1,30,scratch,63,0,fisher,1.0000000000000002,7.589415207398531e-19,3.8832695739565715e-13,0.00818794536220636,0.0,0.0999269633778
0.1,30,scratch,63,1,p_euclidean,1.0,8.326672684688674e-17,2.7780729106030577e-13,0.008238158841375553,0.0,0.0999661123118588
0.1,30,scratch,63,1,fisher,1.0,9.75781955236954e-19,1.4458052810528699e-13,0.008344825693974866,0.0,0.09992133125760375
0.1,30,scratch,63,2,p_euclidean,1.0,9.71445146547012e-17,2.7780729106030577e-13,0.008054807961251527,0.0,0.09996346996370654
0.1,30,scratch,63,2,fisher,1.0,1.0842021724855044e-18,2.7780729106030577e-13,0.008174848180465209,0.0,0.09992381725378079
0.1,30,scratch,63,3,p_euclidean,1.0,9.71445146547012e-17,4.1103405401532456e-13,0.008139046111593731,0.0,0.09996325350044823
0.1,30,scratch,63,3,fisher,1.0,8.673617379884035e-19,2.5510019444063836e-13,0.008245187397523179,0.0,0.09992464556288849
0.1,30,scratch,63,4,p_euclidean,1.0000000000000002,7.632783294297951e-17,2.7780729106030577e-13,0.008234872396184596,0.0,0.0999574771292947
0.1,30,scratch,63,4,fisher,1.0000000000000002,6.911788849595091e-19,2.5510019444063836e-13,0.008332273505615773,0.0,0.09991657878328418
0.1,30,scratch,63,5,p_euclidean,1.0,1.1102230246251565e-16,4.1103405401532456e-13,0.008420345902642543,0.0,0.09997218481184268
0.1,30,scratch,63,5,fisher,1.0,1.0842021724855044e-18,2.5510019444063836e-13,0.008508759361757295,0.0,0.09993447785006968
0.1,30,scratch,63,6,p_euclidean,1.0,6.938893903907228e-17,1.4458052810528699e-13,0.008110243606346308,0.0,0.09995485200513152
0.1,30,scratch,63,6,fisher,1.0,5.421010862427522e-19,1.4458052810528699e-13,0.008222659387036512,0.0,0.09992656046039325
0.1,30,scratch,63,7,p_euclidean,1.0,1.3877787807814457e-16,2.7780729106030577e-13,0.008263630526010243,0.0,0.09995741547015294
0.1,30,scratch,63,7,fisher,1.0,6.505213034913027e-19,2.7780729106030577e-13,0.008360580965631173,0.0,0.09992140015143156
0.1,30,scratch,63,8,p_euclidean,1.0,9.71445146547012e-17,1.4458052810528699e-13,0.008102229965047765,0.0,0.09996934989366113
0.1,30,scratch,63,8,fisher,1.0,9.75781955236954e-19,1.4458052810528699e-13,0.008210115164001263,0.0,0.09993456117874126
0.1,30,scratch,63,9,p_euclidean,1.0000000000000002,1.5265566588595902e-16,1.4458052810528699e-13,0.008237464509427727,0.0,0.0999738511552903
0.1,30,scratch,63,9,fisher,1.0000000000000002,1.3010426069826053e-18,1.4458052810528699e-13,0.0083355760127289,0.0,0.09993928582153713
0.1,30,scratch,63,10,p_euclidean,1.0,6.938893903907228e-17,1.4458052810528699e-13,0.008057459616173306,0.0,0.0999557342278195
0.1,30,scratch,63,10,fisher,1.0,4.336808689942018e-19,1.4458052810528699e-13,0.008192423285428772,0.0,0.09989776540875939
0.1,30,scratch,63,11,p_euclidean,0.9999999999999999,8.326672684688674e-17,2.7780729106030577e-13,0.00816699341615418,0.0,0.09995975806425607
0.1,30,scratch,63,11,fisher,0.9999999999999999,1.0842021724855044e-18,1.4458052810528699e-13,0.008288823194620487,0.0,0.09991664689840746
0.1,30,scratch,63,12,p_euclidean,1.0,1.3877787807814457e-16,1.4458052810528699e-13,0.008256365183770278,0.0,0.09997437920048716
0.1,30,scratch,63,12,fisher,1.0,7.589415207398531e-19,1.4458052810528699e-13,0.008358134678178116,0.0,0.0999374885427841
0.1,30,scratch,63,13,p_euclidean,1.0,9.71445146547012e-17,1.4458052810528699e-13,0.008139570601236528,0.0,0.0999678675531872
0.1,30,scratch,63,13,fisher,1.0,7.589415207398531e-19,2.5510019444063836e-13,0.008255157634167183,0.0,0.09993172231565864
0.1,30,scratch,63,14,p_euclidean,1.0,9.020562075079397e-17,2.7780729106030577e-13,0.008158935883762942,0.0,0.09997001856339775
0.1,30,scratch,63,14,fisher,1.0,5.963111948670274e-19,1.4458052810528699e-13,0.008262390083232459,0.0,0.09992041496788924
0.1,30,scratch,63,15,p_euclidean,1.0,9.71445146547012e-17,1.4458052810528699e-13,0.008198829822705667,0.0,0.09996062435513561
0.1,30,scratch,63,15,fisher,1.0,8.673617379884035e-19,1.4458052810528699e-13,0.008297744504711905,0.0,0.09992273702653744
0.1,30,scratch,64,0,p_euclidean,1.0000000000000002,1.1102230246251565e-16,2.7780729106030577e-13,0.008066581772621607,0.0,0.09997253881905253
0.1,30,scratch,64,0,fisher,1.0000000000000002,9.75781955236954e-19,3.8832695739565715e-13,0.008187945362206357,0.0,0.09992696337780889
0.1,30,scratch,64,1,p_euclidean,1.0000000000000004,1.249000902703301e-16,2.7780729106030577e-13,0.008238158841375553,0.0,0.0999661123118588
0.1,30,scratch,64,1,fisher,1.0000000000000004,7.589415207398531e-19,1.4458052810528699e-13,0.008344825693974867,0.0,0.09992133125760375
0.1,30,scratch,64,2,p_euclidean,1.0,1.1102230246251565e-16,2.7780729106030577e-13,0.008054807961251527,0.0,0.09996346996370654
0.1,30,scratch,64,2,fisher,1.0,8.673617379884035e-19,2.7780729106030577e-13,0.008174848180465207,0.0,0.09992381725378079
0.1,30,scratch,64,3,p_euclidean,1.0,1.5265566588595902e-16,4.1103405401532456e-13,0.008139046111593731,0.0,0.09996325350044823
0.1,30,scratch,64,3,fisher,1.0,7.589415207398531e-19,2.5510019444063836e-13,0.008245187397523179,0.0,0.09992464556288849
0.1,30,scratch,64,4,p_euclidean,1.0,9.71445146547012e-17,2.7780729106030577e-13,0.0082348723961846,0.0,0.09995747712929025
0.1,30,scratch,64,4,fisher,1.0,7.182839392716467e-19,2.5510019444063836e-13,0.008332273505615773,0.0,0.09991657878328418
0.1,30,scratch,64,5,p_euclidean,1.0,1.1102230246251565e-16,1.4458052810528699e-13,0.008420345902642543,0.0,0.09997218481184268
0.1,30,scratch,64,5,fisher,1.0,8.673617379884035e-19,2.7780729106030577e-13,0.008508759361757294,0.0,0.09993447785006968
0.1,30,scratch,64,6,p_euclidean,0.9999999999999998,9.020562075079397e-17,2.7780729106030577e-13,0.008110243606346308,0.0,0.09995485200513152
0.1,30,scratch,64,6,fisher,0.9999999999999998,8.673617379884035e-19,1.4458052810528699e-13,0.008222659387036514,0.0,0.09992656046039325
0.1,30,scratch,64,7,p_euclidean,1.0,1.1102230246251565e-16,2.7780729106030577e-13,0.008263630526010242,0.0,0.09995741547016183
0.1,30,scratch,64,7,fisher,1.0,8.673617379884035e-19,2.7780729106030577e-13,0.008360580965631173,0.0,0.09992140015143156
0.1,30,scratch,64,8,p_euclidean,1.0,9.020562075079397e-17,1.4458052810528699e-13,0.008102229965047766,0.0,0.09996934989366113
0.1,30,scratch,64,8,fisher,1.0,7.589415207398531e-19,1.4458052810528699e-13,0.008210115164001263,0.0,0.09993456117874126
0.1,30,scratch,64,9,p_euclidean,1.0,1.3877787807814457e-16,1.4458052810528699e-13,0.008237464509427727,0.0,0.0999738511552903
0.1,30,scratch,64,9,fisher,1.0,1.3010426069826053e-18,1.4458052810528699e-13,0.0083355760127289,0.0,0.09993928582153713
0.1,30,scratch,64,10,p_euclidean,1.0,8.326672684688674e-17,2.7780729106030577e-13,0.0080574596161733,0.0,0.09995573422781505
0.1,30,scratch,64,10,fisher,1.0,6.505213034913027e-19,1.4458052810528699e-13,0.008192423285428766,0.0,0.09989776540875939
0.1,30,scratch,64,11,p_euclidean,0.9999999999999998,9.71445146547012e-17,2.7780729106030577e-13,0.00816699341615418,0.0,0.09995975806425607
0.1,30,scratch,64,11,fisher,0.9999999999999998,1.0842021724855044e-18,1.4458052810528699e-13,0.008288823194620487,0.0,0.09991664689840746
0.1,30,scratch,64,12,p_euclidean,0.9999999999999998,1.3877787807814457e-16,1.4458052810528699e-13,0.008256365183770275,0.0,0.0999743792004916
0.1,30,scratch,64,12,fisher,0.9999999999999998,1.0842021724855044e-18,1.4458052810528699e-13,0.008358134678178116,0.0,0.0999374885427841
0.1,30,scratch,64,13,p_euclidean,1.0,9.020562075079397e-17,1.4458052810528699e-13,0.008139570601236528,0.0,0.0999678675531872
0.1,30,scratch,64,13,fisher,1.0,8.131516293641283e-19,2.5510019444063836e-13,0.008255157634167183,0.0,0.09993172231565864
0.1,30,scratch,64,14,p_euclidean,1.0,1.0408340855860843e-16,2.7780729106030577e-13,0.008158935883762942,0.0,0.09997001856339775
0.1,30,scratch,64,14,fisher,1.0,5.963111948670274e-19,1.4458052810528699e-13,0.008262390083232459,0.0,0.09992041496788924
0.1,30,scratch,64,15,p_euclidean,1.0000000000000002,8.673617379884035e-17,1.4458052810528699e-13,0.008198829822705667,0.0,0.09996062435513561
0.1,30,scratch,64,15,fisher,1.0000000000000002,8.673617379884035e-19,1.4458052810528699e-13,0.008297744504711905,0.0,0.09992273702653744
0.1,30,epoch135,0,0,p_euclidean,1.0,6.938893903907228e-17,2.7780729106030577e-13,0.008378745635061333,0.0,0.09999992141483673
0.1,30,epoch135,0,0,fisher,1.0,4.336808689942018e-19,1.4458052810528699e-13,0.00845621485802995,0.0,0.09996666684192895
0.1,30,epoch135,0,1,p_euclidean,1.0,2.0816681711721685e-17,2.7780729106030577e-13,0.008378920759874134,0.0,0.09999998742823459
0.1,30,epoch135,0,1,fisher,1.0,1.6263032587282567e-19,4.1103405401532456e-13,0.008457108316710857,0.0,0.09996681560211856
0.1,30,epoch135,0,2,p_euclidean,1.0,4.85722573273506e-17,2.7780729106030577e-13,0.008335305197193915,0.0,0.09999996149013035
0.1,30,epoch135,0,2,fisher,1.0,3.2526065174565133e-19,2.7780729106030577e-13,0.008420052703762356,0.0,0.0999664279812384
0.1,30,epoch135,0,3,p_euclidean,1.0,2.42861286636753e-17,2.7780729106030577e-13,0.008331001793865615,0.0,0.09999998914569261
0.1,30,epoch135,0,3,fisher,1.0,2.168404344971009e-19,2.5510019444063836e-13,0.008416105451082387,0.0,0.09996658779395336
0.1,30,epoch135,0,4,p_euclidean,1.0,3.469446951953614e-17,2.7780729106030577e-13,0.008324124644385164,0.0,0.09999996549456712
0.1,30,epoch135,0,4,fisher,1.0,2.710505431213761e-19,2.7780729106030577e-13,0.008410941711805732,0.0,0.09996650735397351
0.1,30,epoch135,0,5,p_euclidean,0.9999999999999999,5.724587470723463e-17,1.4458052810528699e-13,0.008322242680477016,0.0,0.09999989254239604
0.1,30,epoch135,0,5,fisher,0.9999999999999999,4.607859233063394e-19,2.7780729106030577e-13,0.00840994122412551,0.0,0.09996627449705366
0.1,30,epoch135,0,6,p_euclidean,1.0,1.734723475976807e-17,2.7780729106030577e-13,0.008364029487773789,0.0,0.09999999153822546
0.1,30,epoch135,0,6,fisher,1.0,1.0842021724855044e-19,1.4458052810528699e-13,0.008444505644795288,0.0,0.09996664187510222
0.1,30,epoch135,0,7,p_euclidean,1.0,3.8163916471489756e-17,2.7780729106030577e-13,0.008337237804371697,0.0,0.09999994974571623
0.1,30,epoch135,0,7,fisher,1.0,3.2526065174565133e-19,1.4458052810528699e-13,0.008422113644209734,0.0,0.09996666350425062
0.1,30,epoch135,0,8,p_euclidean,1.0,8.326672684688674e-17,2.7780729106030577e-13,0.008327983773003526,0.0,0.09999993527181542
0.1,30,epoch135,0,8,fisher,1.0,5.421010862427522e-19,2.7780729106030577e-13,0.008412586101190042,0.0,0.09996645990066699
0.1,30,epoch135,0,9,p_euclidean,1.0,2.6020852139652106e-17,2.7780729106030577e-13,0.008309937952995772,0.0,0.09999998619986929
0.1,30,epoch135,0,9,fisher,1.0,1.8973538018496328e-19,1.4458052810528699e-13,0.008398035283911252,0.0,0.0999665342232483
0.1,30,epoch135,0,10,p_euclidean,1.0,1.214306433183765e-17,1.4458052810528699e-13,0.00835963340201517,0.0,0.09999999057231085
0.1,30,epoch135,0,10,fisher,1.0,8.809142651444724e-20,2.7780729106030577e-13,0.00844051394831224,0.0,0.09996676112693693
0.1,30,epoch135,0,11,p_euclidean,1.0,6.938893903907228e-17,2.7780729106030577e-13,0.008287658252504538,0.0,0.09999995091603306
0.1,30,epoch135,0,11,fisher,1.0,5.421010862427522e-19,2.7780729106030577e-13,0.008378890195495748,0.0,0.09996623768850404
0.1,30,epoch135,0,12,p_euclidean,1.0,4.163336342344337e-17,2.7780729106030577e-13,0.008370447145682337,0.0,0.0999999782362688
0.1,30,epoch135,0,12,fisher,1.0,2.168404344971009e-19,1.4458052810528699e-13,0.008450186187688929,0.0,0.09996660419059306
0.1,30,epoch135,0,13,p_euclidean,1.0,2.7755575615628914e-17,2.7780729106030577e-13,0.008335086405026282,0.0,0.0999999877853512
0.1,30,epoch135,0,13,fisher,1.0,1.6263032587282567e-19,2.7780729106030577e-13,0.008419912532278756,0.0,0.09996655937358186
0.1,30,epoch135,0,14,p_euclidean,1.0,5.204170427930421e-17,2.7780729106030577e-13,0.008335919954170134,0.0,0.09999997408384029
0.1,30,epoch135,0,14,fisher,1.0,3.2526065174565133e-19,1.4458052810528699e-13,0.008420405905841699,0.0,0.09996615061585003
0.1,30,epoch135,0,15,p_euclidean,1.0,1.474514954580286e-17,2.7780729106030577e-13,0.008356092456299528,0.0,0.0999999950730231
0.1,30,epoch135,0,15,fisher,1.0,8.131516293641283e-20,1.4458052810528699e-13,0.008437844448997029,0.0,0.09996668042745163
0.1,30,epoch135,1,0,p_euclidean,1.0,4.440892098500626e-16,2.7780729106030577e-13,0.008352789182664168,0.0,0.09999987743924271
0.1,30,epoch135,1,0,fisher,1.0,2.6020852139652106e-18,2.7780729106030577e-13,0.008435071454428525,0.0,0.09996671302904096
0.1,30,epoch135,1,1,p_euclidean,1.0,3.3306690738754696e-16,2.5510019444063836e-13,0.008370329095063238,0.0,0.09999938975426058
0.1,30,epoch135,1,1,fisher,1.0,2.6020852139652106e-18,2.7780729106030577e-13,0.008451518043691616,0.0,0.09996666189478402
0.1,30,epoch135,1,2,p_euclidean,0.9999999999999999,3.0531133177191805e-16,2.7780729106030577e-13,0.00834385994901686,0.0,0.0999997031944035
0.1,30,epoch135,1,2,fisher,0.9999999999999999,2.6020852139652106e-18,2.5510019444063836e-13,0.008428339818621408,0.0,0.09996635771609544
0.1,30,epoch135,1,3,p_euclidean,0.9999999999999999,4.440892098500626e-16,2.7780729106030577e-13,0.00831370999664986,0.0,0.09999984429380586
0.1,30,epoch135,1,3,fisher,0.9999999999999999,3.903127820947816e-18,2.7780729106030577e-13,0.008401668976733842,0.0,0.099966024301523
0.1,30,epoch135,1,4,p_euclidean,1.0,4.440892098500626e-16,2.7780729106030577e-13,0.008306931692054676,0.0,0.09999967002899651
0.1,30,epoch135,1,4,fisher,1.0,3.0357660829594124e-18,2.7780729106030577e-13,0.008397125880142403,0.0,0.09996596052440616
0.1,30,epoch135,1,5,p_euclidean,1.0,3.5388358909926865e-16,4.1103405401532456e-13,0.008312566022492257,0.0,0.0999995630580953
0.1,30,epoch135,1,5,fisher,1.0,1.951563910473908e-18,2.7780729106030577e-13,0.008401568986776898,0.0,0.09996623183540129
0.1,30,epoch135,1,6,p_euclidean,1.0,2.220446049250313e-16,2.7780729106030577e-13,0.008325395721264799,0.0,0.09999951278643118
0.1,30,epoch135,1,6,fisher,1.0,1.8431436932253575e-18,1.4458052810528699e-13,0.008412667442175744,0.0,0.09996590477281278
0.1,30,epoch135,1,7,p_euclidean,1.0,3.885780586188048e-16,1.4458052810528699e-13,0.008321786420095017,0.0,0.09999888600970062
0.1,30,epoch135,1,7,fisher,1.0,1.734723475976807e-18,1.4458052810528699e-13,0.008410460616472019,0.0,0.09996610918732143
0.1,30,epoch135,1,8,p_euclidean,1.0,3.885780586188048e-16,2.7780729106030577e-13,0.00831749067964466,0.0,0.09999964804223072
0.1,30,epoch135,1,8,fisher,1.0,2.168404344971009e-18,4.1103405401532456e-13,0.008404236749551956,0.0,0.09996662053170392
0.1,30,epoch135,1,9,p_euclidean,0.9999999999999999,3.0531133177191805e-16,2.7780729106030577e-13,0.008337037022450335,0.0,0.0999999233789394
0.1,30,epoch135,1,9,fisher,0.9999999999999999,3.0357660829594124e-18,4.1103405401532456e-13,0.00842081342175522,0.0,0.09996664264368192
0.1,30,epoch135,1,10,p_euclidean,1.0,2.7755575615628914e-16,1.4458052810528699e-13,0.00832304648181346,0.0,0.09999914023520336
0.1,30,epoch135,1,10,fisher,1.0,2.2768245622195593e-18,2.7780729106030577e-13,0.008410102318703894,0.0,0.09996662381120433
0.1,30,epoch135,1,11,p_euclidean,1.0000000000000002,2.7755575615628914e-16,1.4458052810528699e-13,0.008332042482535065,0.0,0.09999994037592165
0.1,30,epoch135,1,11,fisher,1.0000000000000002,3.0357660829594124e-18,2.7780729106030577e-13,0.008417325788296686,0.0,0.099966704600753
0.1,30,epoch135,1,12,p_euclidean,1.0,2.7755575615628914e-16,2.7780729106030577e-13,0.008352686275703408,0.0,0.0999998142118572
0.1,30,epoch135,1,12,fisher,1.0,1.734723475976807e-18,2.5510019444063836e-13,0.008435462554214266,0.0,0.09996627380768972
0.1,30,epoch135,1,13,p_euclidean,1.0,3.885780586188048e-16,2.7780729106030577e-13,0.0083148173180739,0.0,0.09999976292921073
0.1,30,epoch135,1,13,fisher,1.0,2.168404344971009e-18,1.4458052810528699e-13,0.008403853482519302,0.0,0.0999659955158516
0.1,30,epoch135,1,14,p_euclidean,1.0,2.498001805406602e-16,4.1103405401532456e-13,0.008326483468321405,0.0,0.09999986618495167
0.1,30,epoch135,1,14,fisher,1.0,1.951563910473908e-18,1.4458052810528699e-13,0.008412978564107963,0.0,0.09996629216580614
0.1,30,epoch135,1,15,p_euclidean,1.0,3.0531133177191805e-16,1.4458052810528699e-13,0.00839444835533076,0.0,0.09999939057634187
0.1,30,epoch135,1,15,fisher,1.0,2.6020852139652106e-18,1.4458052810528699e-13,0.008473499390814912,0.0,0.09996566200875576
0.1,30,epoch135,2,0,p_euclidean,1.0000000000000002,1.6653345369377348e-16,2.7780729106030577e-13,0.008351922772591707,0.0,0.09999958782721682
0.1,30,epoch135,2,0,fisher,1.0000000000000002,1.5178830414797062e-18,2.7780729106030577e-13,0.008432724016967137,0.0,0.09996678185811865
0.1,30,epoch135,2,1,p_euclidean,1.0,1.6653345369377348e-16,2.7780729106030577e-13,0.008368656189867572,0.0,0.09999923780663186
0.1,30,epoch135,2,1,fisher,1.0,1.3010426069826053e-18,3.8832695739565715e-13,0.008448973203389906,0.0,0.09996717561426459
0.1,30,epoch135,2,2,p_euclidean,1.0,1.942890293094024e-16,2.7780729106030577e-13,0.008264260277376013,0.0,0.09999955932752541
0.1,30,epoch135,2,2,fisher,1.0,1.3010426069826053e-18,2.5510019444063836e-13,0.008360360778067441,0.0,0.09996583806795908
0.1,30,epoch135,2,3,p_euclidean,0.9999999999999999,1.6653345369377348e-16,2.7780729106030577e-13,0.008256792783809508,0.0,0.09999960548411263
0.1,30,epoch135,2,3,fisher,0.9999999999999999,1.3010426069826053e-18,1.4458052810528699e-13,0.008353629345131555,0.0,0.09996573575273991
0.1,30,epoch135,2,4,p_euclidean,0.9999999999999998,1.3877787807814457e-16,4.1103405401532456e-13,0.008300174192519737,0.0,0.09999954859545429
0.1,30,epoch135,2,4,fisher,0.9999999999999998,1.0842021724855044e-18,2.7780729106030577e-13,0.008391978915441488,0.0,0.09996608181770558
0.1,30,epoch135,2,5,p_euclidean,1.0,1.457167719820518e-16,1.4458052810528699e-13,0.008287193872493806,0.0,0.09999956349221983
0.1,30,epoch135,2,5,fisher,1.0,8.673617379884035e-19,1.4458052810528699e-13,0.008381856258413424,0.0,0.09996560911104414
0.1,30,epoch135,2,6,p_euclidean,1.0,1.5265566588595902e-16,2.7780729106030577e-13,0.008346246646196329,0.0,0.09999920298588247
0.1,30,epoch135,2,6,fisher,1.0,1.0299920638612292e-18,2.7780729106030577e-13,0.008432166074571402,0.0,0.0999661280612674
0.1,30,epoch135,2,7,p_euclidean,1.0,2.220446049250313e-16,2.7780729106030577e-13,0.008226424967302989,0.0,0.09999899732069832
0.1,30,epoch135,2,7,fisher,1.0,1.0842021724855044e-18,1.4458052810528699e-13,0.008329836546159833,0.0,0.09996625102403864
0.1,30,epoch135,2,8,p_euclidean,0.9999999999999999,1.6653345369377348e-16,2.5510019444063836e-13,0.008324212604874716,0.0,0.0999997287198694
0.1,30,epoch135,2,8,fisher,0.9999999999999999,1.3010426069826053e-18,2.5510019444063836e-13,0.008408133619269778,0.0,0.09996642955139064
0.1,30,epoch135,2,9,p_euclidean,1.0,1.457167719820518e-16,1.4458052810528699e-13,0.008214771550667528,0.0,0.09999971504436646
0.1,30,epoch135,2,9,fisher,1.0,1.1384122811097797e-18,1.4458052810528699e-13,0.008317265041041915,0.0,0.09996587025436027
0.1,30,epoch135,2,10,p_euclidean,1.0,1.8735013540549517e-16,1.4458052810528699e-13,0.008290876961385795,0.0,0.09999916217014461
0.1,30,epoch135,2,10,fisher,1.0,7.589415207398531e-19,1.4458052810528699e-13,0.008381263209291587,0.0,0.09996670011699117
0.1,30,epoch135,2,11,p_euclidean,1.0,1.5265566588595902e-16,2.7780729106030577e-13,0.008233253135883918,0.0,0.09999977545409632
0.1,30,epoch135,2,11,fisher,1.0,1.0842021724855044e-18,2.7780729106030577e-13,0.008332337884462743,0.0,0.09996568214710447
0.1,30,epoch135,2,12,p_euclidean,1.0,1.5265566588595902e-16,2.7780729106030577e-13,0.008360755629696962,0.0,0.09999957753669263
0.1,30,epoch135,2,12,fisher,1.0,1.3010426069826053e-18,1.4458052810528699e-13,0.008443779126253948,0.0,0.09996623948390235
0.1,30,epoch135,2,13,p_euclidean,0.9999999999999999,1.6653345369377348e-16,2.7780729106030577e-13,0.008355904948519175,0.0,0.09999945015410615
0.1,30,epoch135,2,13,fisher,0.9999999999999999,1.0842021724855044e-18,2.5510019444063836e-13,0.008439291409705346,0.0,0.09996613231450512
0.1,30,epoch135,2,14,p_euclidean,1.0,1.3183898417423734e-16,2.7780729106030577e-13,0.00830401150550279,0.0,0.09999972562512614
0.1,30,epoch135,2,14,fisher,1.0,1.3010426069826053e-18,4.1103405401532456e-13,0.008393603248788429,0.0,0.09996477671578842
0.1,30,epoch135,2,15,p_euclidean,1.0,1.734723475976807e-16,2.7780729106030577e-13,0.00844787134243082,0.0,0.09999932618187
0.1,30,epoch135,2,15,fisher,1.0,1.3010426069826053e-18,1.4458052810528699e-13,0.008521353591672111,0.0,0.09996574072492963
0.1,30,epoch135,3,0,p_euclidean,0.9999999999999999,6.217248937900877e-15,1.4458052810528699e-13,0.00833775727240972,0.0,0.09999999807783244
0.1,30,epoch135,3,0,fisher,0.9999999999999999,6.245004513516506e-17,2.7780729106030577e-13,0.008421792629475,0.0,0.09996672908737052
0.1,30,epoch135,3,1,p_euclidean,1.0,3.552713678800501e-15,4.1103405401532456e-13,0.008338264937773813,0.0,0.0999999980988022
0.1,30,epoch135,3,1,fisher,1.0,2.0816681711721685e-17,2.7780729106030577e-13,0.00842223311550966,0.0,0.09996673695895118
0.1,30,epoch135,3,2,p_euclidean,1.0,5.329070518200751e-15,2.5510019444063836e-13,0.008336486648543336,0.0,0.0999999980793563
0.1,30,epoch135,3,2,fisher,1.0,2.7755575615628914e-17,3.8832695739565715e-13,0.00842072496812613,0.0,0.09996672226151883
0.1,30,epoch135,3,3,p_euclidean,1.0,2.220446049250313e-15,1.4458052810528699e-13,0.008335759214638836,0.0,0.09999999795304912
0.1,30,epoch135,3,3,fisher,1.0,1.3877787807814457e-17,1.4458052810528699e-13,0.008420085391902083,0.0,0.09996674297852264
0.1,30,epoch135,3,4,p_euclidean,0.9999999999999999,3.1086244689504383e-15,1.4458052810528699e-13,0.008335680020053502,0.0,0.09999999796255658
0.1,30,epoch135,3,4,fisher,0.9999999999999999,2.7755575615628914e-17,2.5510019444063836e-13,0.008420048435088315,0.0,0.09996672598426912
0.1,30,epoch135,3,5,p_euclidean,0.9999999999999999,8.881784197001252e-15,3.8832695739565715e-13,0.008334396834684005,0.0,0.09999999827569
0.1,30,epoch135,3,5,fisher,0.9999999999999999,5.204170427930421e-17,2.7780729106030577e-13,0.00841872775578405,0.0,0.09996685403342508
0.1,30,epoch135,3,6,p_euclidean,0.9999999999999999,2.6645352591003757e-15,2.7780729106030577e-13,0.008337137650729555,0.0,0.09999999804691095
0.1,30,epoch135,3,6,fisher,0.9999999999999999,2.168404344971009e-17,2.7780729106030577e-13,0.008421284129574281,0.0,0.09996672462052449
0.1,30,epoch135,3,7,p_euclidean,0.9999999999999999,3.552713678800501e-15,2.5510019444063836e-13,0.008339742820589902,0.0,0.09999999812238872
0.1,30,epoch135,3,7,fisher,0.9999999999999999,3.469446951953614e-17,1.4458052810528699e-13,0.008423491168548946,0.0,0.09996673456985844
0.1,30,epoch135,3,8,p_euclidean,1.0,5.329070518200751e-15,2.7780729106030577e-13,0.008335735246354187,0.0,0.0999999979147349
0.1,30,epoch135,3,8,fisher,1.0,4.163336342344337e-17,2.7780729106030577e-13,0.008420067470627379,0.0,0.09996672298654899
0.1,30,epoch135,3,9,p_euclidean,1.0,2.4424906541753444e-15,2.7780729106030577e-13,0.00833542034205915,0.0,0.09999999797565824
0.1,30,epoch135,3,9,fisher,1.0,2.0816681711721685e-17,2.7780729106030577e-13,0.008419807677917144,0.0,0.09996672762810185
0.1,30,epoch135,3,10,p_euclidean,1.0,3.4416913763379853e-15,1.4458052810528699e-13,0.008338851721430583,0.0,0.0999999980799472
0.1,30,epoch135,3,10,fisher,1.0,2.0816681711721685e-17,1.4458052810528699e-13,0.008422721682525563,0.0,0.09996673505186968
0.1,30,epoch135,3,11,p_euclidean,1.0,8.881784197001252e-15,1.4458052810528699e-13,0.008334955704365874,0.0,0.09999999792142122
0.1,30,epoch135,3,11,fisher,1.0,3.8163916471489756e-17,2.5510019444063836e-13,0.008419407285678889,0.0,0.09996673138068156
0.1,30,epoch135,3,12,p_euclidean,1.0,4.884981308350689e-15,2.5510019444063836e-13,0.00833753561454507,0.0,0.09999999802334664
0.1,30,epoch135,3,12,fisher,1.0,3.469446951953614e-17,1.4458052810528699e-13,0.008421623215993955,0.0,0.09996672628804493
