scenario,solver,instance_id,status,objective,elapsed_s,notes
tsp50,two_opt,tsp50_00285,ok,696052.0,0.002837343141436577,
tsp50,two_opt,tsp50_00286,ok,617105.0,0.003191906027495861,
tsp50,two_opt,tsp50_00287,ok,759987.0,0.0032231155782938004,
tsp50,two_opt,tsp50_00288,ok,644165.0,0.0026597604155540466,
tsp50,two_opt,tsp50_00289,ok,650331.0,0.0025239409878849983,
tsp50,two_opt,tsp50_00290,ok,611028.0,0.004563948139548302,
tsp50,two_opt,tsp50_00291,ok,670916.0,0.0021330276504158974,
tsp50,two_opt,tsp50_00292,ok,594467.0,0.003012443892657757,
tsp50,two_opt,tsp50_00293,ok,674161.0,0.005465114489197731,
tsp50,two_opt,tsp50_00294,ok,661123.0,0.0024449601769447327,
tsp50,two_opt,tsp50_00295,ok,690197.0,0.002497280016541481,
tsp50,two_opt,tsp50_00296,ok,710544.0,0.0031454861164093018,
tsp50,two_opt,tsp50_00297,ok,610096.0,0.002449439838528633,
tsp50,two_opt,tsp50_00298,ok,649414.0,0.003101794980466366,
tsp50,two_opt,tsp50_00299,ok,621895.0,0.002463730052113533,
tsp50,two_opt,tsp50_00300,ok,590950.0,0.0030336137861013412,
tsp50,two_opt,tsp50_00301,ok,578090.0,0.005335203371942043,
tsp50,two_opt,tsp50_00302,ok,621278.0,0.002363479696214199,
tsp50,two_opt,tsp50_00303,ok,613298.0,0.003013055771589279,
tsp50,two_opt,tsp50_00304,ok,657994.0,0.002147877588868141,
tsp50,two_opt,tsp50_00305,ok,719994.0,0.002383030019700527,
tsp50,two_opt,tsp50_00306,ok,640220.0,0.0021815281361341476,
tsp50,two_opt,tsp50_00307,ok,689946.0,0.0020894361659884453,
tsp50,two_opt,tsp50_00308,ok,732810.0,0.0023223496973514557,
tsp50,two_opt,tsp50_00309,ok,528976.0,0.003590240143239498,
tsp50,two_opt,tsp50_00310,ok,657850.0,0.003564189188182354,
tsp50,two_opt,tsp50_00311,ok,554025.0,0.003364037722349167,
tsp50,two_opt,tsp50_00312,ok,691082.0,0.002093386836349964,
tsp50,two_opt,tsp50_00313,ok,525470.0,0.0034376494586467743,
tsp50,two_opt,tsp50_00314,ok,606732.0,0.0034285681322216988,
tsp50,two_opt,tsp50_00315,ok,632710.0,0.0021576769649982452,
tsp50,two_opt,tsp50_00316,ok,644631.0,0.0021524671465158463,
tsp50,two_opt,tsp50_00317,ok,635698.0,0.003296326845884323,
tsp50,two_opt,tsp50_00318,ok,781350.0,0.002151377499103546,
tsp50,two_opt,tsp50_00319,ok,729745.0,0.0021893680095672607,
tsp50,two_opt,tsp50_00320,ok,677316.0,0.0025794124230742455,
tsp50,two_opt,tsp50_00321,ok,684335.0,0.0021393578499555588,
tsp50,two_opt,tsp50_00322,ok,606155.0,0.002145717851817608,
tsp50,two_opt,tsp50_00323,ok,657756.0,0.00216467771679163,
tsp50,two_opt,tsp50_00324,ok,707006.0,0.0021642372012138367,
tsp50,two_opt,tsp50_00325,ok,890095.0,0.002173658460378647,
tsp50,two_opt,tsp50_00326,ok,671716.0,0.0021456973627209663,
tsp50,two_opt,tsp50_00327,ok,610881.0,0.002246699295938015,
tsp50,two_opt,tsp50_00328,ok,941213.0,0.0021762577816843987,
tsp50,two_opt,tsp50_00329,ok,604127.0,0.002143426798284054,
tsp50,two_opt,tsp50_00330,ok,654083.0,0.002492629922926426,
tsp50,two_opt,tsp50_00331,ok,612505.0,0.003252977505326271,
tsp50,two_opt,tsp50_00332,ok,761619.0,0.0021521179005503654,
tsp50,two_opt,tsp50_00333,ok,585031.0,0.0033183079212903976,
tsp50,two_opt,tsp50_00334,ok,607805.0,0.0067421067506074905,
