epoch,step,test/max_reward,test/reward,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/max_reward,train/po_loss,train/po_pref_rate,train/reward,val/max_reward,val/reward
21,439,,,,,,,,,,,-111.63700103759766,-116.89886474609375
,440,,,372.482027053833,,,,,,,,,
,449,,,,,9521.487474441528,,,,,,,
,449,,,,40.15088081359863,,,,,,,,
22,449,,,,,,0.23266348242759705,-109.95999908447266,0.23266348242759705,0.4309374988079071,-115.28666687011719,,
22,459,,,,,,,,,,,-110.69400024414062,-115.86200714111328
,460,,,375.0183310508728,,,,,,,,,
23,479,,,,,,,,,,,-110.2750015258789,-115.49410247802734
,480,,,381.7590215206146,,,,,,,,,
,499,,,,,9788.73324394226,,,,,,,
,499,,,,59.73553657531738,,,,,,,,
24,499,,,,,,0.23551473021507263,-110.75999450683594,0.23551473021507263,0.4313541650772095,-116.04750061035156,,
24,499,,,,,,,,,,,-110.37100219726562,-115.55803680419922
,500,,,369.7953143119812,,,,,,,,,
25,519,,,,,,,,,,,-110.78099822998047,-115.97565460205078
,520,,,370.70141792297363,,,,,,,,,
26,539,,,,,,,,,,,-110.21800231933594,-115.31884002685547
,540,,,364.9434931278229,,,,,,,,,
,549,,,,,9456.876516342163,,,,,,,
,549,,,,39.81971740722656,,,,,,,,
27,549,,,,,,0.23767566680908203,-109.63999938964844,0.23767566680908203,0.43020835518836975,-114.6483383178711,,
27,559,,,,,,,,,,,-110.9800033569336,-116.07408905029297
,560,,,369.0529658794403,,,,,,,,,
28,579,,,,,,,,,,,-110.2969970703125,-115.46907806396484
,580,,,418.8744864463806,,,,,,,,,
,599,,,,,9980.51142692566,,,,,,,
,599,,,,65.24968147277832,,,,,,,,
29,599,,,,,,0.2364404797554016,-109.73999786376953,0.2364404797554016,0.42916667461395264,-114.72833251953125,,
29,599,,,,,,,,,,,-109.677001953125,-114.68791961669922
,600,,,371.08722043037415,,,,,,,,,
30,619,,,,,,,,,,,-110.19300079345703,-115.3271255493164
,620,,,449.487744808197,,,,,,,,,
31,639,,,,,,,,,,,-110.60399627685547,-115.70223999023438
,640,,,372.15447640419006,,,,,,,,,
,649,,,,,9915.780782699585,,,,,,,
,649,,,,46.22292518615723,,,,,,,,
32,649,,,,,,0.2255532592535019,-112.29999542236328,0.2255532592535019,0.43215277791023254,-117.42833709716797,,
32,659,,,,,,,,,,,-109.66400146484375,-114.61546325683594
,660,,,367.1429855823517,,,,,,,,,
33,679,,,,,,,,,,,-109.59300231933594,-114.62713623046875
,680,,,363.356742143631,,,,,,,,,
,699,,,,,9933.293104171753,,,,,,,
,699,,,,53.97605895996094,,,,,,,,
34,699,,,,,,0.24138106405735016,-109.18000030517578,0.24138106405735016,0.42875000834465027,-114.27000427246094,,
34,699,,,,,,,,,,,-110.46600341796875,-115.5845947265625
,700,,,363.8052957057953,,,,,,,,,
35,719,,,,,,,,,,,-111.18800354003906,-116.32074737548828
,720,,,369.5874967575073,,,,,,,,,
36,739,,,,,,,,,,,-109.28700256347656,-114.43599700927734
,740,,,395.7749626636505,,,,,,,,,
,749,,,,,9843.142747879028,,,,,,,
,749,,,,35.272836685180664,,,,,,,,
37,749,,,,,,0.23192520439624786,-110.13999938964844,0.23192520439624786,0.4302777945995331,-115.10750579833984,,
37,759,,,,,,,,,,,-111.11900329589844,-116.37954711914062
,760,,,411.55954337120056,,,,,,,,,
38,779,,,,,,,,,,,-109.52100372314453,-114.42566680908203
,780,,,365.1076967716217,,,,,,,,,
,799,,,,,9866.662740707397,,,,,,,
,799,,,,63.81034851074219,,,,,,,,
39,799,,,,,,0.22703729569911957,-110.05999755859375,0.22703729569911957,0.42927083373069763,-114.77916717529297,,
39,799,,,,,,,,,,,-109.26799774169922,-114.35449981689453
,800,,,379.5641984939575,,,,,,,,,
40,819,,,,,,,,,,,-109.95600128173828,-115.0201187133789
,820,,,395.6130533218384,,,,,,,,,
41,839,,,,,,,,,,,-110.5,-115.6030502319336
,840,,,378.8696258068085,,,,,,,,,
,849,,,,,9378.008604049683,,,,,,,
,849,,,,49.23415184020996,,,,,,,,
42,849,,,,,,0.22593870759010315,-108.91999816894531,0.22593870759010315,0.4295139014720917,-113.7800064086914,,
42,859,,,,,,,,,,,-110.31999969482422,-115.50312805175781
,860,,,371.70530939102173,,,,,,,,,
43,879,,,,,,,,,,,-112.13600158691406,-117.36433410644531
,880,,,374.0585136413574,,,,,,,,,
,899,,,,,9854.04348373413,,,,,,,
,899,,,,66.01452827453613,,,,,,,,
44,899,,,,,,0.22650299966335297,-111.54000091552734,0.22650299966335297,0.4325694441795349,-116.65583801269531,,
44,899,,,,,,,,,,,-111.3290023803711,-116.46011352539062
,900,,,370.3700301647186,,,,,,,,,
45,919,,,,,,,,,,,-108.80500030517578,-113.73487854003906
,920,,,364.35190653800964,,,,,,,,,
46,939,,,,,,,,,,,-108.90299987792969,-113.79651641845703
,940,,,362.8283181190491,,,,,,,,,
,949,,,,,9726.611375808716,,,,,,,
,949,,,,40.32611846923828,,,,,,,,
47,949,,,,,,0.22732985019683838,-109.73999786376953,0.22732985019683838,0.42982640862464905,-114.68917083740234,,
47,959,,,,,,,,,,,-109.31199645996094,-114.2101821899414
,960,,,370.16686272621155,,,,,,,,,
48,979,,,,,,,,,,,-109.08399963378906,-114.0427474975586
,980,,,361.2086136341095,,,,,,,,,
,999,,,,,9942.065715789795,,,,,,,
,999,,,,52.81686782836914,,,,,,,,
49,999,,,,,,0.23005910217761993,-109.81999969482422,0.23005910217761993,0.4298611283302307,-114.80333709716797,,
49,999,,,,,,,,,,,-109.94400024414062,-114.94684600830078
,1000,,,368.83122301101685,,,,,,,,,
50,1019,,,,,,,,,,,-110.46800231933594,-115.42192077636719
,1020,,,395.92527890205383,,,,,,,,,
51,1039,,,,,,,,,,,-110.6719970703125,-115.7200927734375
,1040,,,367.1897144317627,,,,,,,,,
,1049,,,,,12441.025495529175,,,,,,,
,1049,,,,38.95282745361328,,,,,,,,
52,1049,,,,,,0.225424662232399,-110.27999877929688,0.225424662232399,0.43138888478279114,-115.32167053222656,,
52,1059,,,,,,,,,,,-107.88500213623047,-112.68212127685547
,1060,,,396.0969772338867,,,,,,,,,
53,1079,,,,,,,,,,,-108.4520034790039,-113.18646240234375
,1080,,,399.1336760520935,,,,,,,,,
,1099,,,,,9535.24661064148,,,,,,,
,1099,,,,55.27782440185547,,,,,,,,
54,1099,,,,,,0.22658978402614594,-108.57999420166016,0.22658978402614594,0.4285069406032562,-113.45417022705078,,
54,1099,,,,,,,,,,,-109.11199951171875,-113.92291259765625
,1100,,,363.04755091667175,,,,,,,,,
55,1119,,,,,,,,,,,-109.44300079345703,-114.34757232666016
,1120,,,364.63196563720703,,,,,,,,,
56,1139,,,,,,,,,,,-108.9209976196289,-113.74420166015625
,1140,,,375.31434440612793,,,,,,,,,
,1149,,,,,9842.819690704346,,,,,,,
,1149,,,,39.27040100097656,,,,,,,,
57,1149,,,,,,0.22321496903896332,-109.55999755859375,0.22321496903896332,0.42895835638046265,-114.62166595458984,,
57,1159,,,,,,,,,,,-109.23799896240234,-114.14107513427734
,1160,,,372.28769850730896,,,,,,,,,
58,1179,,,,,,,,,,,-108.83399963378906,-113.7822036743164
,1180,,,363.30701899528503,,,,,,,,,
,1199,,,,,9485.100746154785,,,,,,,
,1199,,,,63.767194747924805,,,,,,,,
59,1199,,,,,,0.2202981561422348,-108.5199966430664,0.2202981561422348,0.4316319525241852,-113.37333679199219,,
59,1199,,,,,,,,,,,-108.5510025024414,-113.32553100585938
,1200,,,359.320330619812,,,,,,,,,
60,1219,,,,,,,,,,,-108.60099792480469,-113.49246215820312
,1220,,,370.295316696167,,,,,,,,,
61,1239,,,,,,,,,,,-108.46399688720703,-113.33609008789062
,1240,,,358.23533511161804,,,,,,,,,
,1249,,,,,9544.166564941406,,,,,,,
,1249,,,,36.5900993347168,,,,,,,,
62,1249,,,,,,0.23553138971328735,-110.57999420166016,0.23553138971328735,0.42753472924232483,-115.27667236328125,,
62,1259,,,,,,,,,,,-109.83000183105469,-114.70430755615234
,1260,,,363.85640835762024,,,,,,,,,
63,1279,,,,,,,,,,,-108.7300033569336,-113.62482452392578
,1280,,,358.8888626098633,,,,,,,,,
,1299,,,,,9598.630428314209,,,,,,,
,1299,,,,53.05171012878418,,,,,,,,
64,1299,,,,,,0.22585399448871613,-110.72000122070312,0.22585399448871613,0.4327777922153473,-116.14583587646484,,
64,1299,,,,,,,,,,,-111.29199981689453,-116.32575225830078
,1300,,,368.3520076274872,,,,,,,,,
65,1319,,,,,,,,,,,-109.61000061035156,-114.5733642578125
,1320,,,414.8310635089874,,,,,,,,,
66,1339,,,,,,,,,,,-108.7490005493164,-113.67902374267578
,1340,,,367.49325704574585,,,,,,,,,
,1349,,,,,10097.60594367981,,,,,,,
,1349,,,,48.86651039123535,,,,,,,,
67,1349,,,,,,0.21390247344970703,-109.5999984741211,0.21390247344970703,0.4300694465637207,-114.5925064086914,,
67,1359,,,,,,,,,,,-109.51899719238281,-114.35623931884766
,1360,,,359.62532448768616,,,,,,,,,
68,1379,,,,,,,,,,,-107.66699981689453,-112.36779022216797
,1380,,,356.69510889053345,,,,,,,,,
,1399,,,,,11009.565830230713,,,,,,,
,1399,,,,82.73673057556152,,,,,,,,
69,1399,,,,,,0.21222931146621704,-108.77999877929688,0.21222931146621704,0.43194445967674255,-113.61917114257812,,
69,1399,,,,,,,,,,,-108.37699890136719,-113.15196228027344
,1400,,,381.4821865558624,,,,,,,,,
70,1419,,,,,,,,,,,-107.8030014038086,-112.52679443359375
,1420,,,397.51263403892517,,,,,,,,,
71,1439,,,,,,,,,,,-108.44000244140625,-113.18982696533203
,1440,,,362.43505024909973,,,,,,,,,
,1449,,,,,9170.302867889404,,,,,,,
,1449,,,,43.44630241394043,,,,,,,,
72,1449,,,,,,0.22663523256778717,-108.77999877929688,0.22663523256778717,0.42732641100883484,-113.4675064086914,,
72,1459,,,,,,,,,,,-107.5979995727539,-112.2828369140625
,1460,,,353.9805016517639,,,,,,,,,
73,1479,,,,,,,,,,,-108.56800079345703,-113.28070068359375
,1480,,,355.7751274108887,,,,,,,,,
,1499,,,,,9608.272075653076,,,,,,,
,1499,,,,58.82525444030762,,,,,,,,
74,1499,,,,,,0.22291147708892822,-107.87999725341797,0.22291147708892822,0.42684027552604675,-112.58917236328125,,
74,1499,,,,,,,,,,,-108.71299743652344,-113.4925537109375
,1500,,,387.2511610984802,,,,,,,,,
75,1519,,,,,,,,,,,-107.34500122070312,-111.89521789550781
,1520,,,363.4686179161072,,,,,,,,,
76,1539,,,,,,,,,,,-107.64299774169922,-112.31221771240234
,1540,,,354.63781237602234,,,,,,,,,
,1549,,,,,9206.493854522705,,,,,,,
,1549,,,,43.78509521484375,,,,,,,,
77,1549,,,,,,0.23373721539974213,-107.54000091552734,0.23373721539974213,0.4232986271381378,-111.95916748046875,,
77,1559,,,,,,,,,,,-108.36499786376953,-113.03579711914062
,1560,,,356.7026033401489,,,,,,,,,
78,1579,,,,,,,,,,,-107.56800079345703,-112.21271514892578
,1580,,,355.7249376773834,,,,,,,,,
,1599,,,,,11743.113040924072,,,,,,,
,1599,,,,56.77318572998047,,,,,,,,
79,1599,,,,,,0.21945638954639435,-107.29999542236328,0.21945638954639435,0.42229166626930237,-111.6308364868164,,
79,1599,,,,,,,,,,,-107.9990005493164,-112.5623779296875
,1600,,,419.7462251186371,,,,,,,,,
80,1619,,,,,,,,,,,-107.41300201416016,-112.08303833007812
,1620,,,359.18221163749695,,,,,,,,,
81,1639,,,,,,,,,,,-107.76899719238281,-112.45138549804688
,1640,,,362.610209941864,,,,,,,,,
,1649,,,,,9564.462661743164,,,,,,,
,1649,,,,48.09927940368652,,,,,,,,
82,1649,,,,,,0.22592312097549438,-108.69999694824219,0.22592312097549438,0.43020835518836975,-113.76000213623047,,
82,1659,,,,,,,,,,,-107.5250015258789,-112.06392669677734
,1660,,,355.7034101486206,,,,,,,,,
83,1679,,,,,,,,,,,-107.31800079345703,-111.93270874023438
,1680,,,360.10189294815063,,,,,,,,,
,1699,,,,,9998.917818069458,,,,,,,
,1699,,,,50.33707618713379,,,,,,,,
84,1699,,,,,,0.2215334177017212,-108.05999755859375,0.2215334177017212,0.4266666769981384,-112.77000427246094,,
84,1699,,,,,,,,,,,-108.6969985961914,-113.44999694824219
,1700,,,359.86813974380493,,,,,,,,,
85,1719,,,,,,,,,,,-107.14199829101562,-111.64836883544922
,1720,,,358.6089463233948,,,,,,,,,
86,1739,,,,,,,,,,,-107.68499755859375,-112.29776000976562
,1740,,,395.1611828804016,,,,,,,,,
,1749,,,,,12279.922723770142,,,,,,,
,1749,,,,56.92291259765625,,,,,,,,
87,1749,,,,,,0.22462205588817596,-106.55999755859375,0.22462205588817596,0.4281597435474396,-111.45750427246094,,
87,1759,,,,,,,,,,,-107.48400115966797,-112.01153564453125
,1760,,,377.2326786518097,,,,,,,,,
88,1779,,,,,,,,,,,-107.6449966430664,-112.21813201904297
,1780,,,386.6455428600311,,,,,,,,,
,1799,,,,,9031.555652618408,,,,,,,
,1799,,,,58.54010581970215,,,,,,,,
89,1799,,,,,,0.2189764529466629,-106.18000030517578,0.2189764529466629,0.4262847304344177,-110.84833526611328,,
89,1799,,,,,,,,,,,-106.552001953125,-111.10089111328125
,1800,,,354.4098479747772,,,,,,,,,
90,1819,,,,,,,,,,,-108.23100280761719,-112.8119125366211
,1820,,,368.4186043739319,,,,,,,,,
91,1839,,,,,,,,,,,-109.447998046875,-114.2890853881836
,1840,,,364.0562176704407,,,,,,,,,
,1849,,,,,9890.191316604614,,,,,,,
,1849,,,,48.70271682739258,,,,,,,,
92,1849,,,,,,0.22233551740646362,-107.43999481201172,0.22233551740646362,0.42576390504837036,-111.78417205810547,,
92,1859,,,,,,,,,,,-107.36599731445312,-111.7831039428711
,1860,,,359.4938826560974,,,,,,,,,
93,1879,,,,,,,,,,,-107.1510009765625,-111.70175170898438
,1880,,,350.9557933807373,,,,,,,,,
,1899,,,,,9157.094955444336,,,,,,,
,1899,,,,50.16779899597168,,,,,,,,
94,1899,,,,,,0.2141520231962204,-106.36000061035156,0.2141520231962204,0.42288196086883545,-110.74333953857422,,
94,1899,,,,,,,,,,,-106.4520034790039,-110.8458251953125
,1900,,,351.19667196273804,,,,,,,,,
95,1919,,,,,,,,,,,-107.9010009765625,-112.49160766601562
,1920,,,351.25073623657227,,,,,,,,,
96,1939,,,,,,,,,,,-106.5250015258789,-111.00208282470703
,1940,,,353.69508719444275,,,,,,,,,
,1949,,,,,9330.42573928833,,,,,,,
,1949,,,,37.541866302490234,,,,,,,,
97,1949,,,,,,0.22326311469078064,-107.23999786376953,0.22326311469078064,0.4281250238418579,-112.15416717529297,,
97,1959,,,,,,,,,,,-107.48300170898438,-111.98249816894531
,1960,,,353.6336557865143,,,,,,,,,
98,1979,,,,,,,,,,,-107.06900024414062,-111.64159393310547
,1980,,,351.51054334640503,,,,,,,,,
,1999,,,,,9526.981353759766,,,,,,,
,1999,,,,55.8927059173584,,,,,,,,
99,1999,,,,,,0.2197485715150833,-106.89999389648438,0.2197485715150833,0.4240972399711609,-111.43333435058594,,
99,1999,,,,,,,,,,,-107.19000244140625,-111.77521514892578
,2000,,,350.14175057411194,,,,,,,,,
100,2019,,,,,,,,,,,-107.35199737548828,-111.94819641113281
,2020,,,350.3644199371338,,,,,,,,,
101,2039,,,,,,,,,,,-107.06800079345703,-111.5614242553711
,2040,,,358.0042915344238,,,,,,,,,
,2049,,,,,8880.895853042603,,,,,,,
,2049,,,,32.839059829711914,,,,,,,,
102,2049,,,,,,0.2182825803756714,-106.95999908447266,0.2182825803756714,0.42260417342185974,-111.44166564941406,,
102,2059,,,,,,,,,,,-106.58599853515625,-110.97004699707031
,2060,,,355.3199927806854,,,,,,,,,
103,2079,,,,,,,,,,,-106.5,-110.89962005615234
,2080,,,347.0282235145569,,,,,,,,,
,2099,,,,,9195.633172988892,,,,,,,
,2099,,,,54.204702377319336,,,,,,,,
104,2099,,,,,,0.21990597248077393,-106.65999603271484,0.21990597248077393,0.42395833134651184,-111.30166625976562,,
104,2099,,,,,,,,,,,-106.38600158691406,-110.88849639892578
,2100,,,347.66716265678406,,,,,,,,,
105,2119,,,,,,,,,,,-106.50199890136719,-110.9834976196289
,2120,,,354.95062375068665,,,,,,,,,
106,2139,,,,,,,,,,,-106.51499938964844,-111.02732849121094
,2140,,,355.73393392562866,,,,,,,,,
,2149,,,,,9191.730737686157,,,,,,,
,2149,,,,40.16256332397461,,,,,,,,
107,2149,,,,,,0.22028903663158417,-106.37999725341797,0.22028903663158417,0.42690974473953247,-110.99500274658203,,
107,2159,,,,,,,,,,,-106.29499816894531,-110.69392395019531
,2160,,,353.8001563549042,,,,,,,,,
108,2179,,,,,,,,,,,-106.37999725341797,-110.83026123046875
,2180,,,352.8891224861145,,,,,,,,,
,2199,,,,,9131.309986114502,,,,,,,
,2199,,,,53.263187408447266,,,,,,,,
109,2199,,,,,,0.2101897895336151,-105.83999633789062,0.2101897895336151,0.42326390743255615,-110.35417175292969,,
109,2199,,,,,,,,,,,-106.33399963378906,-110.76811981201172
,2200,,,360.8048560619354,,,,,,,,,
110,2219,,,,,,,,,,,-106.1969985961914,-110.65232849121094
,2220,,,360.71185660362244,,,,,,,,,
111,2239,,,,,,,,,,,-106.43900299072266,-110.91158294677734
,2240,,,395.2190930843353,,,,,,,,,
,2249,,,,,9052.843570709229,,,,,,,
,2249,,,,37.69993782043457,,,,,,,,
112,2249,,,,,,0.21250471472740173,-105.87999725341797,0.21250471472740173,0.42201390862464905,-110.6066665649414,,
112,2259,,,,,,,,,,,-106.31600189208984,-110.76306915283203
,2260,,,348.37309527397156,,,,,,,,,
113,2279,,,,,,,,,,,-105.99700164794922,-110.47504425048828
,2280,,,343.76249170303345,,,,,,,,,
,2299,,,,,8969.727754592896,,,,,,,
,2299,,,,60.46915054321289,,,,,,,,
114,2299,,,,,,0.22054752707481384,-106.89999389648438,0.22054752707481384,0.4220833480358124,-111.2316665649414,,
114,2299,,,,,,,,,,,-106.45099639892578,-110.97012329101562
,2300,,,350.2163362503052,,,,,,,,,
115,2319,,,,,,,,,,,-106.13999938964844,-110.54962921142578
,2320,,,348.32618284225464,,,,,,,,,
116,2339,,,,,,,,,,,-106.08999633789062,-110.50312042236328
,2340,,,350.50187587738037,,,,,,,,,
,2349,,,,,9132.978916168213,,,,,,,
,2349,,,,38.82288932800293,,,,,,,,
117,2349,,,,,,0.2196350246667862,-106.57999420166016,0.2196350246667862,0.42472222447395325,-111.149169921875,,
117,2359,,,,,,,,,,,-106.35700225830078,-110.78425598144531
,2360,,,345.19194054603577,,,,,,,,,
118,2379,,,,,,,,,,,-106.58300018310547,-111.08145904541016
,2380,,,354.7792167663574,,,,,,,,,
,2399,,,,,10013.625144958496,,,,,,,
,2399,,,,54.96668815612793,,,,,,,,
119,2399,,,,,,0.21781721711158752,-106.0,0.21781721711158752,0.42395833134651184,-110.50333404541016,,
119,2399,,,,,,,,,,,-106.67500305175781,-111.10196685791016
,2400,,,357.7082951068878,,,,,,,,,
120,2419,,,,,,,,,,,-106.4010009765625,-110.86712646484375
,2420,,,349.615980386734,,,,,,,,,
121,2439,,,,,,,,,,,-106.61299896240234,-111.06324768066406
,2440,,,360.250789642334,,,,,,,,,
,2449,,,,,9541.734218597412,,,,,,,
,2449,,,,55.8934211730957,,,,,,,,
122,2449,,,,,,0.2168097048997879,-106.45999908447266,0.2168097048997879,0.4214930534362793,-110.67166900634766,,
122,2459,,,,,,,,,,,-106.09300231933594,-110.53245544433594
,2460,,,352.88031458854675,,,,,,,,,
123,2479,,,,,,,,,,,-105.9540023803711,-110.3027114868164
,2480,,,365.2639784812927,,,,,,,,,
,2499,,,,,9191.484928131104,,,,,,,
,2499,,,,59.630393981933594,,,,,,,,
124,2499,,,,,,0.22094455361366272,-106.0,0.22094455361366272,0.42597222328186035,-110.53500366210938,,
124,2499,,,,,,,,,,,-106.41600036621094,-110.8660888671875
,2500,,,356.4890511035919,,,,,,,,,
125,2519,,,,,,,,,,,-106.4209976196289,-110.87879180908203
,2520,,,352.99244594573975,,,,,,,,,
126,2539,,,,,,,,,,,-106.25700378417969,-110.64009094238281
,2540,,,363.415283203125,,,,,,,,,
,2549,,,,,9254.142999649048,,,,,,,
,2549,,,,43.85542869567871,,,,,,,,
127,2549,,,,,,0.22389337420463562,-106.22000122070312,0.22389337420463562,0.4251736104488373,-110.47416687011719,,
127,2559,,,,,,,,,,,-105.9280014038086,-110.33025360107422
,2560,,,372.47334599494934,,,,,,,,,
128,2579,,,,,,,,,,,-105.99400329589844,-110.33504486083984
,2580,,,366.99895000457764,,,,,,,,,
,2599,,,,,9125.367641448975,,,,,,,
,2599,,,,56.69093132019043,,,,,,,,
129,2599,,,,,,0.21800872683525085,-105.68000030517578,0.21800872683525085,0.4254166781902313,-110.20667266845703,,
129,2599,,,,,,,,,,,-106.24500274658203,-110.68234252929688
,2600,,,353.4446258544922,,,,,,,,,
130,2619,,,,,,,,,,,-106.26499938964844,-110.7202377319336
,2620,,,344.9028730392456,,,,,,,,,
131,2639,,,,,,,,,,,-106.27300262451172,-110.67695617675781
,2640,,,348.7254536151886,,,,,,,,,
,2649,,,,,9149.604082107544,,,,,,,
,2649,,,,33.54191780090332,,,,,,,,
132,2649,,,,,,0.22194363176822662,-105.89999389648438,0.22194363176822662,0.42510417103767395,-110.24000549316406,,
132,2659,,,,,,,,,,,-105.96099853515625,-110.29749298095703
,2660,,,346.9514055252075,,,,,,,,,
133,2679,,,,,,,,,,,-106.00199890136719,-110.340087890625
,2680,,,345.66726779937744,,,,,,,,,
,2699,,,,,9227.278470993042,,,,,,,
,2699,,,,47.62578010559082,,,,,,,,
134,2699,,,,,,0.21203023195266724,-106.37999725341797,0.21203023195266724,0.4251388907432556,-110.93416595458984,,
134,2699,,,,,,,,,,,-106.04499816894531,-110.44774627685547
,2700,,,357.0247015953064,,,,,,,,,
135,2719,,,,,,,,,,,-106.05400085449219,-110.4434585571289
,2720,,,350.47150325775146,,,,,,,,,
136,2739,,,,,,,,,,,-106.15599822998047,-110.49749755859375
,2740,,,354.18414855003357,,,,,,,,,
,2749,,,,,9004.173994064331,,,,,,,
,2749,,,,35.97402572631836,,,,,,,,
137,2749,,,,,,0.2253771275281906,-106.05999755859375,0.2253771275281906,0.4264930784702301,-110.52249908447266,,
137,2759,,,,,,,,,,,-105.83699798583984,-110.27826690673828
,2760,,,345.092835187912,,,,,,,,,
138,2779,,,,,,,,,,,-106.10800170898438,-110.53362274169922
,2780,,,345.1389546394348,,,,,,,,,
,2799,,,,,9696.926832199097,,,,,,,
,2799,,,,58.39037895202637,,,,,,,,
139,2799,,,,,,0.21276850998401642,-106.04000091552734,0.21276850998401642,0.4221527874469757,-110.22167205810547,,
139,2799,,,,,,,,,,,-106.0780029296875,-110.48017120361328
,2800,,,391.3229920864105,,,,,,,,,
140,2819,,,,,,,,,,,-105.8479995727539,-110.2159652709961
,2820,,,354.1559364795685,,,,,,,,,
141,2839,,,,,,,,,,,-105.8949966430664,-110.22058868408203
,2840,,,344.36289525032043,,,,,,,,,
,2849,,,,,9775.348663330078,,,,,,,
,2849,,,,40.778398513793945,,,,,,,,
142,2849,,,,,,0.21894854307174683,-105.5999984741211,0.21894854307174683,0.42569446563720703,-109.83917236328125,,
142,2859,,,,,,,,,,,-106.12799835205078,-110.52908325195312
,2860,,,365.69914388656616,,,,,,,,,
143,2879,,,,,,,,,,,-106.13899993896484,-110.5665054321289
,2880,,,347.76579236984253,,,,,,,,,
,2899,,,,,10570.301532745361,,,,,,,
,2899,,,,70.8913803100586,,,,,,,,
