epoch,lr-Adam,step,test/max_reward,test/reward,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/max_reward,train/reward,val/max_reward,val/reward
33,,1059,,,,,,-4.126955032348633,-92.46875,-96.54036712646484,,
,,1069,,,,,7571.431875228882,,,,,
,,1069,,,,29.38389778137207,,,,,,
33,,1069,,,,,,-3.185176372528076,-92.65625,-96.57552337646484,,
,,1079,,,,,7765.582084655762,,,,,
,,1079,,,,26.204347610473633,,,,,,
33,,1079,,,,,,-1.2857959270477295,-92.625,-96.74609375,,
33,,1087,,,,,,,,,-92.43099975585938,-95.77033233642578
,,1088,,,499.04238414764404,,,,,,,
,0.0001,1088,,,,,,,,,,
,,1089,,,,,7814.686059951782,,,,,
,,1089,,,,25.3450870513916,,,,,,
34,,1089,,,,,,-5.799342155456543,-91.625,-95.42317962646484,,
,,1099,,,,,7666.1670207977295,,,,,
,,1099,,,,43.06650161743164,,,,,,
34,,1099,,,,,,-3.2485578060150146,-92.34375,-96.46354675292969,,
,,1109,,,,,7730.26442527771,,,,,
,,1109,,,,29.126405715942383,,,,,,
34,,1109,,,,,,-3.906919240951538,-92.28125,-96.39192962646484,,
,,1119,,,,,7851.210117340088,,,,,
,,1119,,,,28.564453125,,,,,,
34,,1119,,,,,,-4.397420406341553,-93.625,-97.34896087646484,,
34,,1119,,,,,,,,,-92.42900085449219,-95.72494506835938
,,1120,,,456.87594771385193,,,,,,,
,0.0001,1120,,,,,,,,,,
,,1129,,,,,7342.512369155884,,,,,
,,1129,,,,29.175281524658203,,,,,,
35,,1129,,,,,,-3.0982768535614014,-92.28125,-96.56640625,,
,,1139,,,,,7610.956430435181,,,,,
,,1139,,,,29.035329818725586,,,,,,
35,,1139,,,,,,-5.530035972595215,-92.65625,-96.5703125,,
,,1149,,,,,7884.862184524536,,,,,
,,1149,,,,30.7157039642334,,,,,,
35,,1149,,,,,,-3.7944438457489014,-92.25,-96.29817962646484,,
35,,1151,,,,,,,,,-92.4530029296875,-95.77874755859375
,,1152,,,454.68017411231995,,,,,,,
,0.0001,1152,,,,,,,,,,
,,1159,,,,,8182.690382003784,,,,,
,,1159,,,,27.32539176940918,,,,,,
36,,1159,,,,,,-2.2560324668884277,-91.625,-95.36067962646484,,
,,1169,,,,,8570.412874221802,,,,,
,,1169,,,,34.66677665710449,,,,,,
36,,1169,,,,,,-1.4381898641586304,-92.28125,-96.31640625,,
,,1179,,,,,8455.283403396606,,,,,
,,1179,,,,29.235363006591797,,,,,,
36,,1179,,,,,,-6.050251007080078,-92.875,-96.82161712646484,,
36,,1183,,,,,,,,,-92.30599975585938,-95.64800262451172
,,1184,,,464.9625985622406,,,,,,,
,0.0001,1184,,,,,,,,,,
,,1189,,,,,8062.057971954346,,,,,
,,1189,,,,29.668807983398438,,,,,,
37,,1189,,,,,,-2.005913496017456,-92.9375,-96.984375,,
,,1199,,,,,8008.959770202637,,,,,
